ПІБ,Пільги,Бал з математики,Бал з англійської,Бал з української,Рейтинг,Рішення
Віктор Анниш,True,154,190,129,157.29999999999998,незараховано
Максим Наталіїш,True,139,165,174,157.29999999999998,незараховано
Андрій Ярославиш,True,141,170,166,157.2,незараховано
Олександр Неборачко,False,153,164,156,157.2,незараховано
Ніна Ілляш,True,176,176,113,157.1,незараховано
Андрій Оксаниш,True,161,124,185,157.1,незараховано
Іванна Анниш,False,134,166,179,157.1,незараховано
Артем Неборачко,False,199,109,149,157.0,незараховано
Віктор Ніниш,False,129,197,154,156.89999999999998,незараховано
Сергій Олександріш,True,158,144,168,156.8,незараховано
Тетяна Іванниш,False,191,141,127,156.8,незараховано
Тетяна Ігоріш,True,170,138,158,156.8,незараховано
Марія Сергіїш,False,121,198,163,156.70000000000002,незараховано
Михайло Неборачко,True,160,118,191,156.7,незараховано
Юлія Іваниш,False,189,152,118,156.60000000000002,незараховано
Ольга Володимириш,False,111,199,175,156.6,незараховано
Петро Товтиш,True,198,134,124,156.6,незараховано
Юлія Ярославиш,False,144,140,190,156.6,незараховано
Ніна Наталіїш,True,126,179,175,156.6,незараховано
Оксана Олениш,False,156,186,128,156.6,незараховано
Андрій Артеміш,False,150,149,173,156.6,незараховано
Іванна Дмитріш,True,146,140,187,156.5,незараховано
Людмила Наталіїш,False,122,175,184,156.5,незараховано
Віктор Анатоліїш,True,164,198,105,156.5,незараховано
Анатолій Олексіїш,True,166,115,185,156.4,незараховано
Тарас Маріїш,True,117,172,193,156.3,незараховано
Олексій Петріш,False,177,135,150,156.3,незараховано
Артем Лідіїш,False,132,161,184,156.29999999999998,незараховано
Анатолій Неборачко,False,131,162,184,156.2,незараховано
Наталія Анатоліїш,False,188,102,168,156.2,незараховано
Олег Олександріш,False,152,151,167,156.2,незараховано
Олексій Софіїш,False,149,192,130,156.2,незараховано
Ірина Андріїш,False,191,101,165,156.2,незараховано
Михайло Андріїш,False,136,158,181,156.10000000000002,незараховано
Роман Іваниш,False,142,148,183,156.1,незараховано
Ігор Богданіш,True,103,191,192,156.1,незараховано
Роман Ярославиш,False,112,196,175,156.1,незараховано
Ілля Неборачко,False,114,200,168,156.0,незараховано
Тетяна Маріїш,True,171,163,129,156.0,незараховано
Володимир Анниш,True,174,109,179,156.0,незараховано
Анатолій Романіш,True,108,176,200,156.0,незараховано
Іван Лідіїш,False,165,100,200,156.0,незараховано
Катерина Ковтун,False,188,130,139,155.9,незараховано
Вікторія Вікторіїш,False,143,139,190,155.9,незараховано
Наталія Товтиш,False,178,140,142,155.8,незараховано
Віктор Алібіба,True,187,169,101,155.8,незараховано
Лідія Неборачко,True,145,173,153,155.8,незараховано
Олександр Дмитріш,False,166,113,185,155.8,незараховано
Людмила Загвойко,False,151,188,130,155.8,незараховано
Дмитро Олегіш,False,157,196,114,155.79999999999998,незараховано
Богдан Олексіїш,True,171,140,151,155.7,незараховано
Олег Наталіїш,True,176,104,180,155.60000000000002,незараховано
Марія Олександріш,True,149,166,154,155.6,незараховано
Анатолій Володимириш,False,149,141,179,155.6,незараховано
Михайло Ярославиш,False,116,194,170,155.6,незараховано
Роман Володимириш,True,173,103,185,155.6,незараховано
Володимир Іриниш,True,184,113,160,155.5,незараховано
Роман Петріш,False,178,121,160,155.5,незараховано
Ілля Ковтун,False,166,148,149,155.5,незараховано
Сергій Петріш,False,124,160,193,155.5,незараховано
Анна Катериниш,True,157,123,186,155.5,незараховано
Софія Тетяниш,False,187,101,168,155.5,незараховано
Катерина Олександріш,True,160,160,145,155.5,незараховано
Анатолій Максиміш,False,156,182,128,155.4,незараховано
Павло Дмитріш,False,129,147,199,155.4,незараховано
Володимир Ярославиш,True,168,180,114,155.4,незараховано
Сергій Наталіїш,True,132,185,157,155.4,незараховано
Ольга Ганниш,True,189,166,100,155.4,незараховано
Наталія Вікторіш,True,144,180,146,155.39999999999998,незараховано
Іван Тетяниш,False,177,181,101,155.39999999999998,незараховано
Дмитро Наталіїш,True,113,176,191,155.3,незараховано
Анна Іваниш,True,131,187,156,155.3,незараховано
Михайло Артеміш,True,104,180,199,155.29999999999998,незараховано
Наталія Ігоріш,False,112,177,191,155.2,незараховано
Анатолій Софіїш,False,169,168,124,155.2,незараховано
Ігор Олегіш,True,148,155,165,155.2,незараховано
Катерина Тарасіш,False,136,189,147,155.2,незараховано
Марта Сергіїш,True,130,149,195,155.2,незараховано
Павло Вікторіш,False,150,133,184,155.1,незараховано
Артем Олександріш,False,198,153,100,155.1,незараховано
Юлія Наталіїш,False,144,137,188,155.1,незараховано
Тетяна Неборачко,True,168,171,122,155.1,незараховано
Олексій Маріїш,True,129,195,150,155.1,незараховано
Артем Михайлиш,False,193,157,102,154.9,незараховано
Катерина Олениш,True,136,156,179,154.9,незараховано
Катерина Вікторіш,False,163,121,178,154.9,незараховано
Олексій Вікторіїш,False,132,160,180,154.8,незараховано
Марія Олексіїш,True,150,172,144,154.79999999999998,незараховано
Олег Ярославіш,True,170,124,165,154.7,незараховано
Тетяна Людмилиш,True,146,199,122,154.7,незараховано
Віктор Ганниш,False,121,159,195,154.6,незараховано
Ольга Дмитріш,True,154,134,176,154.6,незараховано
Михайло Вікторіїш,True,127,172,174,154.6,незараховано
Ірина Олексіїш,False,154,134,176,154.6,незараховано
Анастасія Товтиш,True,198,106,145,154.5,незараховано
Тетяна Ілляш,True,150,158,157,154.5,незараховано
Іван Олениш,True,194,108,148,154.4,незараховано
Сергій Максиміш,True,149,118,198,154.4,незараховано
Тарас Ярославіш,False,193,110,147,154.3,незараховано
Михайло Богданіш,False,163,106,191,154.3,незараховано
Марія Іваниш,False,145,191,130,154.3,незараховано
Олег Олегіш,False,135,140,194,154.2,незараховано
Максим Загвойко,False,129,174,168,154.2,незараховано
Петро Ігоріш,False,141,180,146,154.2,незараховано
Анна Вікторіїш,True,149,193,122,154.1,незараховано
Ганна Катериниш,True,172,100,184,154.0,незараховано
Богдан Катериниш,True,121,163,189,154.0,незараховано
Іван Катериниш,False,145,135,185,154.0,незараховано
Михайло Тарасіш,False,190,138,122,154.0,незараховано
Ірина Михайлиш,False,156,110,195,153.9,незараховано
Софія Олексіїш,True,138,189,140,153.9,незараховано
Ганна Неборачко,False,180,104,169,153.9,незараховано
Ганна Романіш,True,123,183,166,153.89999999999998,незараховано
Юлія Романіш,False,126,189,156,153.89999999999998,незараховано
Софія Анатоліїш,False,194,117,137,153.8,незараховано
Ірина Олениш,True,137,133,197,153.8,незараховано
Вікторія Неборачко,False,149,165,149,153.79999999999998,незараховано
Софія Ковтун,True,118,182,173,153.70000000000002,незараховано
Людмила Ніниш,False,145,194,125,153.7,незараховано
Андрій Катериниш,False,166,157,134,153.7,незараховано
Ірина Товтиш,False,168,160,128,153.6,незараховано
Марта Іриниш,True,135,140,192,153.6,незараховано
Катерина Ярославиш,True,129,158,182,153.6,незараховано
Володимир Дмитришенко,False,149,145,168,153.5,незараховано
Михайло Максиміш,False,182,116,153,153.5,незараховано
Ольга Ковтун,False,142,167,155,153.4,незараховано
Вікторія Романіш,False,139,181,145,153.4,незараховано
Іван Максиміш,False,188,147,113,153.20000000000002,незараховано
Ірина Олександріш,True,146,134,182,153.2,незараховано
Лідія Михайлиш,False,103,190,183,153.1,незараховано
Софія Маріїш,True,124,194,151,153.1,незараховано
Олег Іванниш,False,175,100,177,153.1,незараховано
Павло Олениш,False,132,184,150,153.0,незараховано
Артем Оксаниш,False,141,170,152,153.0,незараховано
Роман Тетяниш,False,123,182,164,153.0,незараховано
Людмила Сергіїш,True,182,165,102,152.9,незараховано
Дмитро Олександріш,False,155,131,172,152.9,незараховано
Вікторія Алібіба,False,167,161,126,152.89999999999998,незараховано
Анна Тетяниш,True,139,148,176,152.8,незараховано
Віктор Ярославіш,False,142,131,189,152.79999999999998,незараховано
Іванна Вікторіїш,True,190,114,142,152.79999999999998,незараховано
Лідія Катериниш,False,190,152,104,152.79999999999998,незараховано
Олександр Ніниш,True,159,197,100,152.7,незараховано
Ярослава Олениш,False,170,113,169,152.6,незараховано
Людмила Ігоріш,True,182,134,132,152.6,незараховано
Сергій Лідіїш,True,125,175,167,152.6,незараховано
Богдан Товтиш,True,134,159,171,152.6,незараховано
Анна Людмилиш,True,178,156,115,152.5,незараховано
Володимир Людмилиш,False,139,153,170,152.5,незараховано
Наталія Тарасіш,False,157,141,158,152.5,незараховано
Катерина Андріїш,True,181,104,163,152.5,незараховано
Максим Ігоріш,False,117,160,192,152.4,незараховано
Оксана Петріш,True,192,102,150,152.4,незараховано
Іван Михайлиш,True,168,112,172,152.4,незараховано
Олена Наталіїш,True,135,139,189,152.39999999999998,незараховано
Ірина Неборачко,False,129,170,166,152.39999999999998,незараховано
Лідія Маріїш,False,180,164,104,152.39999999999998,незараховано
Олена Ігоріш,True,171,174,106,152.39999999999998,незараховано
Юлія Ніниш,False,128,166,171,152.3,незараховано
Володимир Олексіїш,False,119,161,188,152.3,незараховано
Ілля Петріш,True,127,145,193,152.20000000000002,незараховано
Андрій Людмилиш,True,190,129,125,152.2,незараховано
Марія Алібіба,False,187,136,122,152.2,незараховано
Юлія Богданіш,False,142,152,166,152.2,незараховано
Марія Максиміш,False,112,196,162,152.2,незараховано
Ніна Анниш,True,153,112,191,152.10000000000002,незараховано
Дмитро Софіїш,False,195,118,129,152.1,незараховано
Вікторія Загвойко,False,150,194,113,152.1,незараховано
Софія Загвойко,False,138,139,184,152.1,незараховано
Петро Ярославіш,False,131,137,195,152.0,незараховано
Ярослав Іриниш,True,104,196,172,152.0,незараховано
Юлія Лідіїш,False,191,113,139,152.0,незараховано
Тетяна Вікторіш,True,166,115,170,151.9,незараховано
Тетяна Вікторіїш,True,189,116,138,151.8,незараховано
Тарас Олегіш,False,177,147,123,151.8,незараховано
Ольга Михайлиш,False,153,136,166,151.8,незараховано
Софія Андріїш,False,194,131,116,151.7,незараховано
Ганна Іриниш,False,158,133,162,151.7,незараховано
Ярослава Богданіш,True,133,158,170,151.6,незараховано
Ірина Маріїш,True,136,137,187,151.6,незараховано
Артем Софіїш,True,195,141,104,151.5,незараховано
Роман Неборачко,True,177,167,102,151.5,незараховано
Катерина Дмитришенко,False,153,135,166,151.5,незараховано
Іванна Тарасіш,False,137,164,158,151.4,незараховано
Петро Катериниш,True,149,107,199,151.4,незараховано
Артем Тетяниш,False,140,138,180,151.4,незараховано
Людмила Андріїш,False,179,134,132,151.4,незараховано
Павло Ковтун,True,200,103,135,151.4,незараховано
Марія Михайлиш,False,170,142,136,151.39999999999998,незараховано
Андрій Тетяниш,False,151,193,110,151.3,незараховано
Ірина Ярославіш,False,145,175,136,151.3,незараховано
Тарас Іриниш,False,151,167,136,151.3,незараховано
Юлія Неборачко,False,184,116,143,151.3,незараховано
Вікторія Богданіш,True,109,189,170,151.3,незараховано
Оксана Вікторіїш,False,157,144,151,151.3,незараховано
Оксана Неборачко,False,120,175,169,151.2,незараховано
Олена Іриниш,False,129,136,196,151.2,незараховано
Андрій Загвойко,True,114,163,189,151.2,незараховано
Ірина Оксаниш,False,101,182,187,151.1,незараховано
Анна Олексіїш,False,104,182,183,151.1,незараховано
Марта Тарасіш,False,131,194,135,151.1,незараховано
Наталія Анниш,True,139,189,129,151.0,незараховано
Ярослав Ганниш,False,115,177,173,151.0,незараховано
Ольга Петріш,True,177,136,131,150.89999999999998,незараховано
Людмила Олексіїш,True,164,183,101,150.8,незараховано
Оксана Олексіїш,True,122,198,142,150.8,незараховано
Ярослава Анатоліїш,True,116,168,180,150.8,незараховано
Анна Максиміш,True,176,133,135,150.8,незараховано
Володимир Алібіба,False,155,171,125,150.8,незараховано
Анна Вікторіш,True,116,193,155,150.8,незараховано
Дмитро Володимириш,False,119,177,167,150.8,незараховано
Павло Людмилиш,False,196,137,104,150.7,незараховано
Олексій Іваниш,True,198,119,119,150.6,незараховано
Олексій Людмилиш,True,123,198,140,150.6,незараховано
Ніна Іванниш,False,138,180,138,150.6,незараховано
Ганна Товтиш,True,159,176,114,150.6,незараховано
Катерина Катериниш,False,110,179,176,150.5,незараховано
Людмила Ярославіш,True,128,151,180,150.5,незараховано
Ольга Дмитришенко,False,122,177,162,150.5,незараховано
Софія Ілляш,True,175,168,100,150.4,незараховано
Людмила Володимириш,False,147,135,170,150.3,незараховано
Богдан Вікторіш,False,150,150,151,150.3,незараховано
Олена Тетяниш,False,189,100,149,150.3,незараховано
Ганна Олексіїш,False,135,188,133,150.3,незараховано
Ілля Іриниш,True,113,155,195,150.2,незараховано
Роман Романіш,False,124,159,176,150.1,незараховано
Олена Ілляш,False,109,185,170,150.1,незараховано
Оксана Олегіш,False,130,178,149,150.1,незараховано
Софія Олександріш,False,172,114,157,150.1,незараховано
Артем Ковтун,False,116,192,153,149.9,незараховано
Іван Олегіш,False,125,133,200,149.9,незараховано
Дмитро Лідіїш,False,134,184,137,149.9,незараховано
Софія Алібіба,False,107,176,181,149.89999999999998,незараховано
Юлія Софіїш,False,172,119,151,149.8,незараховано
Андрій Ілляш,True,118,158,184,149.79999999999998,незараховано
Ярослава Романіш,False,117,194,149,149.7,незараховано
Тарас Іваниш,False,117,158,185,149.7,незараховано
Михайло Людмилиш,True,153,131,164,149.7,незараховано
Петро Ілляш,True,176,145,119,149.6,незараховано
Олексій Алібіба,False,134,144,176,149.6,незараховано
Анастасія Олексіїш,True,160,127,158,149.5,незараховано
Наталія Лідіїш,True,142,114,195,149.5,незараховано
Михайло Лідіїш,True,133,155,166,149.5,незараховано
Катерина Наталіїш,True,163,112,169,149.5,незараховано
Віктор Людмилиш,False,148,183,118,149.5,незараховано
Олексій Володимириш,True,129,139,187,149.4,незараховано
Олег Богданіш,False,165,150,128,149.4,незараховано
Тарас Загвойко,True,122,193,142,149.3,незараховано
Юлія Ганниш,True,188,107,140,149.3,незараховано
Олена Вікторіш,False,131,140,183,149.3,незараховано
Ігор Олександріш,True,119,163,176,149.3,незараховано
Петро Анниш,False,197,124,111,149.3,незараховано
Юлія Алібіба,False,133,135,185,149.2,незараховано
Марта Катериниш,True,130,150,174,149.2,незараховано
Ілля Богданіш,True,193,121,119,149.2,незараховано
Оксана Сергіїш,False,141,148,161,149.10000000000002,незараховано
Ярослава Лідіїш,True,180,137,120,149.1,незараховано
Дмитро Ярославиш,False,180,114,143,149.1,незараховано
Павло Алібіба,False,174,118,147,149.1,незараховано
Анна Олександріш,True,149,122,176,149.0,незараховано
Анна Неборачко,False,113,159,187,149.0,незараховано
Іванна Ярославиш,True,109,157,194,148.9,незараховано
Роман Маріїш,False,196,132,103,148.9,незараховано
Максим Богданіш,False,181,106,149,148.9,незараховано
Ольга Маріїш,True,115,164,179,148.89999999999998,незараховано
Ірина Сергіїш,False,142,136,171,148.89999999999998,незараховано
Ярослав Петріш,True,138,185,127,148.8,незараховано
Іван Іриниш,True,123,191,141,148.8,незараховано
Катерина Ярославіш,False,165,121,155,148.8,незараховано
Лідія Іриниш,False,123,165,167,148.8,незараховано
Оксана Іванниш,True,183,101,151,148.8,незараховано
Андрій Ярославіш,False,174,146,118,148.8,незараховано
Ірина Іваниш,True,159,180,104,148.79999999999998,незараховано
Анатолій Ганниш,True,179,154,103,148.70000000000002,незараховано
Артем Алібіба,False,161,108,173,148.70000000000002,незараховано
Сергій Ярославіш,True,101,171,190,148.7,незараховано
Володимир Загвойко,False,158,143,142,148.7,незараховано
Іванна Петріш,True,152,191,102,148.7,незараховано
Анатолій Лідіїш,False,128,181,144,148.7,незараховано
Ілля Вікторіїш,False,185,104,145,148.7,незараховано
Анастасія Олегіш,True,127,140,186,148.60000000000002,незараховано
Анастасія Петріш,False,106,192,162,148.6,незараховано
Ніна Ганниш,True,193,129,109,148.6,незараховано
Іван Анатоліїш,True,166,110,164,148.6,незараховано
Богдан Олександріш,True,175,113,149,148.6,незараховано
Михайло Маріїш,True,117,199,140,148.5,незараховано
Анастасія Катериниш,True,138,157,154,148.5,незараховано
Ніна Михайлиш,False,129,190,133,148.5,незараховано
Віктор Вікторіш,True,147,188,111,148.5,незараховано
Ірина Богданіш,False,152,180,112,148.4,незараховано
Іван Алібіба,False,134,137,179,148.4,незараховано
Анатолій Людмилиш,True,101,187,173,148.4,незараховано
Олег Андріїш,True,167,121,151,148.39999999999998,незараховано
Михайло Романіш,True,156,143,143,148.20000000000002,незараховано
Дмитро Іриниш,False,144,170,132,148.2,незараховано
Марія Ковтун,True,152,118,173,148.1,незараховано
Олег Ілляш,True,137,167,144,148.1,незараховано
Ірина Дмитріш,True,146,190,109,148.1,незараховано
Анна Іриниш,True,137,197,114,148.1,незараховано
Людмила Вікторіш,True,145,196,104,148.0,незараховано
Олена Андріїш,True,112,147,197,148.0,незараховано
Михайло Володимириш,True,133,168,148,148.0,незараховано
Ярослава Олегіш,False,196,125,107,148.0,незараховано
Ілля Оксаниш,False,156,173,112,147.9,незараховано
Богдан Ковтун,False,159,141,140,147.9,незараховано
Марта Іваниш,True,168,159,110,147.9,незараховано
Артем Людмилиш,True,138,192,117,147.9,незараховано
Ольга Оксаниш,True,144,140,161,147.89999999999998,незараховано
Олег Романіш,False,143,163,139,147.79999999999998,незараховано
Вікторія Наталіїш,False,182,126,124,147.79999999999998,незараховано
Богдан Ярославіш,True,166,133,138,147.70000000000002,незараховано
Богдан Максиміш,False,184,140,107,147.70000000000002,незараховано
Ярослав Іванниш,False,172,142,121,147.7,незараховано
Олег Іриниш,True,142,193,110,147.7,незараховано
Ганна Сергіїш,False,196,125,106,147.7,незараховано
Ігор Ігоріш,False,160,148,131,147.7,незараховано
Ярослава Олексіїш,False,172,111,152,147.7,незараховано
Дмитро Ілляш,True,121,171,160,147.7,незараховано
Ірина Іванниш,True,100,187,172,147.7,незараховано
Артем Ігоріш,False,192,106,130,147.60000000000002,незараховано
Ганна Ігоріш,False,108,177,171,147.60000000000002,незараховано
Володимир Іванниш,False,111,191,153,147.6,незараховано
Богдан Лідіїш,False,138,188,120,147.6,незараховано
Марія Володимириш,True,156,107,177,147.6,незараховано
Олексій Романіш,False,162,107,169,147.6,незараховано
Софія Артеміш,False,168,100,168,147.6,незараховано
Павло Анатоліїш,False,161,157,120,147.5,незараховано
Дмитро Людмилиш,False,178,147,107,147.4,незараховано
Михайло Ганниш,False,169,154,112,147.4,незараховано
Ганна Дмитришенко,True,184,140,106,147.4,незараховано
Олексій Наталіїш,False,175,119,139,147.39999999999998,незараховано
Дмитро Тарасіш,True,172,136,126,147.39999999999998,незараховано
Ярослава Іванниш,True,153,135,152,147.3,незараховано
Олексій Ярославиш,False,144,141,158,147.3,незараховано
Петро Тарасіш,False,117,194,141,147.3,незараховано
Андрій Анниш,True,141,129,174,147.29999999999998,незараховано
Олексій Дмитріш,True,116,173,163,147.20000000000002,незараховано
Анатолій Ніниш,False,110,195,149,147.2,незараховано
Олена Сергіїш,True,134,116,196,147.2,незараховано
Петро Богданіш,False,116,149,187,147.2,незараховано
Максим Ковтун,False,134,187,125,147.2,незараховано
Ніна Ніниш,True,137,151,157,147.2,незараховано
Юлія Тетяниш,False,121,134,195,147.1,незараховано
Павло Софіїш,False,187,106,135,147.1,незараховано
Юлія Ковтун,False,153,171,115,147.0,незараховано
Ілля Олениш,True,159,114,164,147.0,незараховано
Марія Ярославіш,True,198,104,122,147.0,незараховано
Наталія Ярославіш,True,141,160,142,147.0,незараховано
Андрій Сергіїш,False,144,110,188,147.0,незараховано
Ярослав Наталіїш,False,101,169,186,146.89999999999998,незараховано
Михайло Софіїш,True,148,140,152,146.8,незараховано
Павло Богданіш,False,199,124,100,146.8,незараховано
Іванна Неборачко,False,139,112,192,146.8,незараховано
Наталія Ярославиш,True,135,182,127,146.7,незараховано
Анатолій Дмитріш,False,137,172,134,146.6,незараховано
Михайло Іриниш,True,158,139,139,146.6,незараховано
Марія Ганниш,True,118,158,173,146.5,незараховано
Артем Володимириш,False,139,199,104,146.5,незараховано
Олександр Дмитришенко,True,175,120,135,146.5,незараховано
Максим Ярославіш,False,121,193,134,146.5,незараховано
Лідія Тетяниш,False,178,116,135,146.5,незараховано
Ярослава Тарасіш,False,118,139,192,146.5,незараховано
Оксана Анатоліїш,True,168,126,138,146.4,незараховано
Ярослава Сергіїш,True,138,197,107,146.4,незараховано
Марта Вікторіїш,True,168,155,109,146.4,незараховано
Оксана Алібіба,False,120,140,188,146.4,незараховано
Сергій Анниш,False,120,148,180,146.4,незараховано
Лідія Оксаниш,True,138,132,172,146.4,незараховано
Ярослав Дмитришенко,True,149,183,106,146.3,незараховано
Іванна Дмитришенко,False,104,162,187,146.3,незараховано
Олексій Іванниш,True,157,171,107,146.2,незараховано
Анастасія Загвойко,True,154,126,156,146.2,незараховано
Петро Іваниш,True,177,131,120,146.1,незараховано
Сергій Вікторіїш,False,104,175,173,146.0,незараховано
Максим Іриниш,False,187,117,120,145.9,незараховано
Оксана Оксаниш,False,148,144,145,145.9,незараховано
Роман Сергіїш,False,118,199,130,145.9,незараховано
Михайло Іваниш,True,180,104,142,145.8,незараховано
Сергій Ковтун,True,168,120,142,145.8,незараховано
Андрій Ніниш,False,107,180,163,145.70000000000002,незараховано
Михайло Сергіїш,True,125,185,134,145.7,незараховано
Сергій Іванниш,False,136,109,195,145.6,незараховано
Ольга Загвойко,False,158,124,150,145.4,незараховано
Софія Вікторіїш,True,173,121,133,145.4,незараховано
Анатолій Дмитришенко,False,158,167,107,145.4,незараховано
Ніна Романіш,True,128,156,158,145.4,незараховано
Оксана Дмитріш,True,110,152,186,145.39999999999998,незараховано
Іван Ярославиш,True,133,191,116,145.3,незараховано
Тарас Петріш,True,121,196,127,145.3,незараховано
Ніна Катериниш,True,172,137,118,145.3,незараховано
Ніна Богданіш,True,141,168,128,145.20000000000002,незараховано
Ігор Дмитришенко,True,132,157,151,145.2,незараховано
Олег Володимириш,False,135,199,105,145.2,незараховано
Олександр Вікторіїш,True,147,167,121,145.2,незараховано
Ірина Лідіїш,True,198,104,116,145.2,незараховано
Андрій Лідіїш,False,128,192,121,145.1,незараховано
Вікторія Ніниш,True,190,105,125,145.0,незараховано
Олена Алібіба,False,106,147,195,145.0,незараховано
Іван Дмитришенко,True,186,130,105,144.9,незараховано
Олена Лідіїш,False,108,145,194,144.9,незараховано
Ігор Вікторіїш,True,182,100,140,144.8,незараховано
Тарас Софіїш,True,113,178,154,144.79999999999998,незараховано
Ніна Олегіш,True,166,108,153,144.70000000000002,незараховано
Богдан Романіш,True,154,171,106,144.7,незараховано
Володимир Олександріш,False,163,130,135,144.7,незараховано
Оксана Ігоріш,True,157,119,154,144.7,незараховано
Сергій Тарасіш,False,114,164,166,144.6,незараховано
Тетяна Софіїш,True,180,116,126,144.6,незараховано
Ілля Сергіїш,False,153,178,100,144.6,незараховано
Андрій Романіш,False,144,141,149,144.6,незараховано
Богдан Ніниш,False,167,156,103,144.5,незараховано
Анна Романіш,False,146,174,113,144.5,незараховано
Ярослава Артеміш,False,107,157,182,144.5,незараховано
Катерина Михайлиш,False,192,106,119,144.3,незараховано
Андрій Володимириш,True,120,169,152,144.29999999999998,незараховано
Наталія Вікторіїш,False,168,123,134,144.29999999999998,незараховано
Ганна Артеміш,True,104,179,163,144.2,незараховано
Оксана Володимириш,False,110,141,193,144.2,незараховано
Марта Дмитришенко,True,107,171,167,144.2,незараховано
Софія Лідіїш,False,104,191,151,144.2,незараховано
Ніна Ярославиш,True,181,104,135,144.10000000000002,незараховано
Анна Андріїш,False,115,151,176,144.1,незараховано
Сергій Михайлиш,True,190,117,110,144.1,незараховано
Віктор Максиміш,False,166,120,139,144.1,незараховано
Анна Анатоліїш,False,165,104,156,144.0,незараховано
Олексій Анниш,True,135,167,133,144.0,незараховано
Олексій Артеміш,True,129,183,125,144.0,незараховано
Іванна Олегіш,True,107,185,152,143.9,незараховано
Ярослава Іваниш,True,194,102,119,143.9,незараховано
Ярослава Дмитришенко,True,158,111,158,143.9,незараховано
Іванна Софіїш,True,161,116,149,143.9,незараховано
Юлія Артеміш,False,134,164,137,143.9,незараховано
Павло Володимириш,True,143,173,116,143.89999999999998,незараховано
Ірина Петріш,True,134,140,161,143.89999999999998,незараховано
Анна Ігоріш,True,155,167,106,143.89999999999998,незараховано
Дмитро Петріш,True,166,105,153,143.8,незараховано
Сергій Олексіїш,False,160,162,104,143.79999999999998,незараховано
Сергій Людмилиш,False,121,189,129,143.79999999999998,незараховано
Ілля Володимириш,False,163,118,144,143.79999999999998,незараховано
Роман Богданіш,False,135,155,144,143.7,незараховано
Сергій Вікторіш,True,135,104,195,143.7,незараховано
Ярослав Богданіш,False,132,182,121,143.7,незараховано
Ярослав Тетяниш,True,141,191,100,143.7,незараховано
Лідія Ілляш,False,132,171,132,143.7,незараховано
Іван Вікторіш,True,168,105,150,143.7,незараховано
Лідія Анниш,False,162,108,155,143.7,незараховано
Лідія Іванниш,False,131,165,139,143.6,незараховано
Ярослава Вікторіш,True,133,179,122,143.5,незараховано
Оксана Андріїш,False,130,148,157,143.5,незараховано
Олег Загвойко,True,163,160,101,143.5,незараховано
Дмитро Товтиш,True,175,139,106,143.5,незараховано
Ілля Загвойко,False,138,150,144,143.4,незараховано
Роман Анатоліїш,False,126,185,125,143.4,незараховано
Петро Оксаниш,True,102,183,159,143.4,незараховано
Ірина Ковтун,False,123,199,115,143.4,незараховано
Ярослав Володимириш,False,135,170,128,143.4,незараховано
Ніна Артеміш,True,120,174,144,143.39999999999998,незараховано
Ярослав Вікторіш,True,167,145,110,143.3,незараховано
Юлія Ігоріш,False,188,115,112,143.3,незараховано
Катерина Алібіба,True,127,120,188,143.20000000000002,незараховано
Олена Олександріш,True,163,159,101,143.2,незараховано
Лідія Богданіш,True,121,199,117,143.2,незараховано
Катерина Петріш,False,124,157,155,143.2,незараховано
Ярослав Олександріш,True,162,129,132,143.1,незараховано
Ганна Анатоліїш,True,108,153,180,143.1,незараховано
Марта Товтиш,False,123,149,164,143.1,незараховано
Олег Алібіба,False,150,132,145,143.1,незараховано
Павло Тетяниш,True,126,157,152,143.1,незараховано
Анатолій Михайлиш,False,135,191,106,143.1,незараховано
Ярослав Артеміш,False,150,111,166,143.1,незараховано
Петро Софіїш,True,144,171,114,143.1,незараховано
Олексій Товтиш,False,131,196,106,143.0,незараховано
Ярослава Оксаниш,False,140,115,175,143.0,незараховано
Ігор Андріїш,True,149,173,105,143.0,незараховано
Андрій Олегіш,False,191,108,114,143.0,незараховано
Марта Тетяниш,False,152,110,164,143.0,незараховано
Ніна Олениш,True,110,148,182,143.0,незараховано
Марія Неборачко,True,109,156,175,142.9,незараховано
Ярослава Ілляш,True,199,101,110,142.9,незараховано
Марта Алібіба,True,103,144,195,142.9,незараховано
Марта Михайлиш,False,160,157,106,142.89999999999998,незараховано
Катерина Тетяниш,False,136,164,131,142.89999999999998,незараховано
Марта Вікторіш,False,117,164,156,142.8,незараховано
Анастасія Сергіїш,True,102,177,163,142.8,незараховано
Богдан Володимириш,False,144,153,131,142.8,незараховано
Ірина Ярославиш,False,129,136,168,142.8,незараховано
Іван Ніниш,False,171,140,108,142.8,незараховано
Лідія Максиміш,False,177,105,135,142.8,незараховано
Ніна Олексіїш,True,126,131,177,142.8,незараховано
Анастасія Лідіїш,True,129,195,109,142.79999999999998,незараховано
Павло Загвойко,False,128,118,187,142.7,незараховано
Анастасія Софіїш,True,143,181,104,142.7,незараховано
Ілля Дмитришенко,True,107,173,160,142.7,незараховано
Марта Богданіш,False,166,107,147,142.6,незараховано
Анатолій Ковтун,True,118,185,133,142.6,незараховано
Лідія Романіш,False,172,143,103,142.6,незараховано
Оксана Катериниш,False,172,120,126,142.6,незараховано
Максим Іваниш,True,103,155,183,142.6,незараховано
Сергій Софіїш,False,115,179,143,142.6,незараховано
Тетяна Михайлиш,False,186,113,114,142.5,незараховано
Ілля Ніниш,False,129,108,195,142.5,незараховано
