ПІБ,Пільги,Бал з математики,Бал з англійської,Бал з української,Рейтинг
Павло Ніниш,False,144,173,118,144.9
Віктор Іриниш,True,120,190,133,144.9
Ганна Загвойко,True,141,139,156,144.89999999999998
Ярослав Олександріш,True,118,132,193,144.70000000000002
Софія Тарасіш,True,178,131,114,144.7
Вікторія Дмитришенко,True,109,164,173,144.7
Олена Алібіба,True,115,156,173,144.7
Оксана Дмитріш,False,147,130,156,144.60000000000002
Ярослава Маріїш,True,150,173,109,144.6
Лідія Анниш,True,153,174,104,144.6
Вікторія Володимириш,True,147,132,153,144.3
Ігор Товтиш,True,114,184,145,144.3
Людмила Дмитріш,True,165,140,121,144.3
Людмила Іванниш,True,180,137,104,144.29999999999998
Віктор Ярославіш,False,137,185,113,144.20000000000002
Ніна Ярославиш,True,146,149,137,144.2
Ярослава Олегіш,False,167,117,141,144.2
Андрій Товтиш,True,199,102,113,144.1
Роман Володимириш,False,133,138,165,144.1
Ярослава Богданіш,False,163,128,135,144.1
Ярослава Вікторіїш,True,118,129,194,144.1
Ірина Оксаниш,False,130,134,173,144.1
Олена Тарасіш,False,142,134,157,144.1
Лідія Іванниш,False,120,122,198,144.0
Дмитро Ганниш,True,102,193,151,144.0
Артем Алібіба,True,105,147,193,144.0
Наталія Тетяниш,True,158,154,115,143.9
Оксана Іванниш,False,158,150,119,143.9
Лідія Оксаниш,False,173,114,135,143.9
Іванна Софіїш,True,109,177,157,143.8
Ігор Неборачко,True,133,191,111,143.8
Петро Неборачко,True,109,151,183,143.8
Марія Романіш,False,106,155,183,143.8
Ніна Олегіш,False,129,154,153,143.7
Дмитро Людмилиш,False,111,186,145,143.7
Ігор Михайлиш,True,105,139,200,143.7
Ярослав Ганниш,True,161,113,151,143.60000000000002
Олена Ніниш,False,158,127,141,143.60000000000002
Вікторія Лідіїш,True,151,140,137,143.5
Дмитро Оксаниш,False,118,173,148,143.5
Андрій Катериниш,False,133,195,106,143.5
Ганна Іваниш,False,100,178,167,143.5
Максим Маріїш,True,160,120,145,143.5
Ілля Вікторіїш,False,121,146,171,143.5
Олег Маріїш,True,149,159,120,143.3
Олександр Анатоліїш,False,120,197,120,143.1
Ігор Оксаниш,True,120,143,174,143.1
Ярослав Наталіїш,False,125,113,197,143.0
Михайло Вікторіїш,False,116,196,126,143.0
Віктор Сергіїш,False,173,124,122,143.0
Ярослав Олегіш,True,140,113,177,143.0
Максим Оксаниш,True,136,172,123,142.9
Марія Товтиш,False,116,189,132,142.7
Анатолій Володимириш,False,119,189,128,142.7
Ярослав Вікторіїш,True,149,150,127,142.7
Тетяна Ганниш,True,146,145,136,142.7
Олександр Олегіш,True,136,190,104,142.6
Ігор Сергіїш,True,115,142,180,142.6
Богдан Сергіїш,True,139,184,106,142.6
Анна Михайлиш,False,130,161,141,142.6
Олексій Володимириш,True,195,114,101,142.5
Віктор Катериниш,False,165,155,100,142.5
Ніна Ніниш,True,144,102,181,142.5
Михайло Ілляш,True,117,191,128,142.5
Катерина Алібіба,False,129,165,138,142.5
Людмила Іваниш,False,108,179,152,142.5
Олена Романіш,False,134,118,178,142.4
Юлія Дмитришенко,False,122,144,168,142.4
Ірина Людмилиш,False,154,129,140,142.3
Михайло Ковтун,False,151,113,160,142.3
Олег Софіїш,True,138,122,168,142.20000000000002
Михайло Іриниш,True,150,155,119,142.2
Олександр Тетяниш,False,108,133,197,142.2
Дмитро Софіїш,False,126,169,137,142.2
Людмила Артеміш,True,150,120,154,142.2
Наталія Ковтун,True,114,139,183,142.2
Тетяна Катериниш,True,119,150,165,142.1
Андрій Лідіїш,True,101,164,175,142.1
Марта Ілляш,True,130,119,181,142.0
Юлія Наталіїш,True,112,187,137,142.0
Дмитро Іриниш,True,171,128,117,141.9
Роман Неборачко,True,126,151,154,141.9
Тарас Дмитріш,False,138,114,175,141.9
Петро Олександріш,False,123,195,114,141.9
Ірина Лідіїш,False,111,159,166,141.89999999999998
Ольга Анниш,True,131,196,102,141.8
Ярослав Ковтун,True,128,111,191,141.8
Катерина Софіїш,False,140,184,102,141.79999999999998
Петро Дмитріш,True,160,150,109,141.7
Катерина Олениш,True,148,103,172,141.7
Юлія Ілляш,True,121,184,127,141.7
Наталія Ярославіш,True,105,171,161,141.6
Олена Товтиш,True,162,121,135,141.6
Ірина Богданіш,True,165,148,104,141.6
Іванна Артеміш,False,117,151,165,141.6
Ірина Анниш,False,158,160,101,141.5
Ярослав Олениш,True,128,161,140,141.5
Марія Анниш,False,185,116,109,141.5
Тарас Олениш,False,160,123,135,141.4
Олександр Оксаниш,True,121,124,186,141.39999999999998
Богдан Ярославиш,False,161,143,113,141.20000000000002
Михайло Маріїш,False,101,185,151,141.2
Максим Лідіїш,True,149,158,114,141.2
Петро Ярославіш,False,173,140,100,141.2
Петро Ілляш,True,155,146,118,141.2
Людмила Неборачко,True,133,129,164,141.1
Олег Максиміш,False,136,135,154,141.1
Ілля Богданіш,False,127,171,130,141.1
Анатолій Анниш,False,130,109,188,141.1
Володимир Дмитришенко,True,118,140,173,141.1
Юлія Вікторіїш,True,114,198,120,141.0
Ярослава Артеміш,False,123,131,175,141.0
Ігор Олениш,True,152,167,100,140.9
Ілля Ковтун,True,152,128,139,140.9
Марія Катериниш,False,125,170,133,140.9
Катерина Ярославиш,True,176,115,120,140.9
Олександр Олександріш,False,133,126,166,140.8
Лідія Неборачко,True,139,177,107,140.8
Людмила Сергіїш,False,112,142,178,140.8
Володимир Володимириш,True,169,126,118,140.8
Михайло Ярославиш,False,115,189,127,140.79999999999998
Максим Сергіїш,True,198,100,105,140.7
Ольга Загвойко,False,117,116,197,140.7
Петро Андріїш,True,162,120,133,140.7
Марта Богданіш,False,117,179,134,140.7
Марія Іванниш,True,188,107,111,140.60000000000002
Ілля Ярославиш,False,101,136,198,140.6
Марта Олениш,True,116,190,124,140.6
Ярослав Ярославіш,True,149,129,141,140.6
Ярослав Неборачко,True,148,156,115,140.5
Юлія Маріїш,False,109,193,130,140.5
Павло Дмитріш,False,106,160,167,140.5
Іван Ярославіш,False,163,140,111,140.5
Ярослава Ковтун,True,103,159,172,140.5
Сергій Катериниш,False,114,136,180,140.4
Наталія Загвойко,False,126,195,105,140.4
Павло Іванниш,False,105,130,198,140.4
Юлія Іванниш,False,108,137,187,140.4
Ольга Ярославіш,True,108,162,162,140.4
Андрій Ніниш,True,134,118,171,140.3
Анастасія Олегіш,True,107,136,189,140.29999999999998
Марта Ковтун,True,112,181,137,140.2
Тетяна Сергіїш,False,100,149,185,140.2
Ольга Ковтун,False,148,111,159,140.2
Роман Катериниш,True,114,123,192,140.1
Андрій Людмилиш,True,141,150,129,140.1
Тетяна Анатоліїш,True,114,193,122,140.1
Михайло Олексіїш,True,108,145,178,140.1
Ігор Софіїш,False,165,141,106,140.1
Ганна Катериниш,False,116,144,168,140.0
Іванна Дмитришенко,True,125,196,104,140.0
Петро Іриниш,False,119,174,134,140.0
Софія Вікторіїш,True,118,162,147,139.9
Лідія Ярославіш,False,153,126,136,139.8
Роман Романіш,False,134,100,187,139.7
Михайло Алібіба,True,148,127,141,139.60000000000002
Наталія Ніниш,False,145,131,141,139.6
Вікторія Іванниш,True,163,111,137,139.6
Сергій Петріш,True,160,100,152,139.6
Катерина Олександріш,False,156,100,157,139.5
Анна Романіш,True,114,156,157,139.5
Дмитро Вікторіш,True,185,116,102,139.4
Роман Тетяниш,False,131,112,178,139.4
Лідія Романіш,True,125,148,150,139.4
Дмитро Іванниш,True,116,167,143,139.4
Богдан Вікторіїш,True,103,177,150,139.3
Лідія Ніниш,True,127,133,162,139.3
Петро Алібіба,False,169,122,117,139.3
Анна Наталіїш,False,169,118,121,139.3
Олег Ніниш,True,139,117,162,139.3
Ніна Олексіїш,False,109,131,188,139.3
Тетяна Олегіш,True,145,109,162,139.29999999999998
Софія Софіїш,True,111,153,163,139.20000000000002
Людмила Алібіба,False,123,200,100,139.2
Михайло Олениш,True,162,148,100,139.2
Олександр Тарасіш,False,138,179,101,139.2
Петро Ковтун,False,128,152,141,139.10000000000002
Наталія Іванниш,True,122,124,177,139.1
Людмила Катериниш,False,140,161,116,139.1
Марта Сергіїш,True,115,137,173,139.0
Олена Ігоріш,True,136,172,110,139.0
Олексій Андріїш,False,108,134,185,138.9
Катерина Іванниш,True,104,156,168,138.8
Ніна Артеміш,True,125,131,165,138.8
Ірина Олексіїш,True,157,111,142,138.7
Ілля Артеміш,True,109,181,136,138.7
Артем Катериниш,False,117,189,117,138.6
Наталія Вікторіш,True,150,111,151,138.6
Анастасія Ярославіш,False,117,111,195,138.6
Наталія Людмилиш,True,128,157,134,138.5
Володимир Петріш,True,116,195,112,138.5
Олена Ганниш,False,124,131,165,138.4
Юлія Михайлиш,True,124,118,178,138.4
Віктор Тетяниш,True,142,149,123,138.4
Софія Ярославіш,True,120,103,198,138.3
Максим Людмилиш,False,123,191,106,138.3
Іванна Петріш,False,123,148,149,138.29999999999998
Олексій Олександріш,False,107,168,150,138.2
Богдан Олениш,True,118,122,181,138.10000000000002
Ірина Ганниш,True,130,174,113,138.1
Ігор Ярославіш,True,115,195,112,138.1
Ярослава Дмитришенко,False,139,175,100,138.1
Марта Загвойко,True,153,104,152,138.0
Оксана Ілляш,True,135,111,169,138.0
Іванна Іриниш,False,126,124,168,138.0
Наталія Катериниш,True,107,127,190,137.9
Артем Богданіш,True,182,105,112,137.9
Марта Софіїш,True,113,154,155,137.9
Іван Алібіба,False,113,126,183,137.9
Андрій Іриниш,True,115,138,168,137.8
Андрій Ковтун,True,157,138,112,137.8
Михайло Товтиш,False,148,122,140,137.8
Ганна Богданіш,False,148,158,104,137.79999999999998
Марта Романіш,False,177,102,121,137.7
Ольга Петріш,False,122,192,104,137.6
Іванна Тетяниш,False,101,160,164,137.6
Андрій Наталіїш,True,125,126,166,137.6
Петро Ганниш,False,170,111,121,137.6
Павло Олександріш,False,116,161,143,137.6
Роман Лідіїш,False,101,147,177,137.6
Олена Олегіш,False,167,112,124,137.6
Софія Наталіїш,True,121,142,155,137.5
Дмитро Товтиш,True,150,140,118,137.4
Вікторія Загвойко,False,102,148,174,137.4
Ганна Тарасіш,False,120,156,142,137.4
Олексій Наталіїш,False,117,161,141,137.39999999999998
Анна Загвойко,False,116,177,126,137.3
Анастасія Людмилиш,True,143,167,100,137.3
Віктор Романіш,True,116,144,159,137.29999999999998
Максим Олегіш,False,148,132,128,137.20000000000002
Сергій Маріїш,True,115,199,105,137.2
Ірина Андріїш,True,181,102,114,137.2
Олена Дмитріш,False,115,155,149,137.2
Оксана Товтиш,False,163,119,121,137.2
Олег Петріш,True,112,157,151,137.2
Павло Тетяниш,False,127,157,131,137.2
Дмитро Олександріш,True,124,124,168,137.2
Іван Товтиш,True,102,196,125,137.1
Богдан Максиміш,True,135,166,111,137.1
Андрій Маріїш,True,144,147,118,137.1
Анна Ковтун,True,102,123,198,137.1
Іванна Ярославіш,True,123,166,127,137.1
Віктор Ілляш,True,111,191,118,137.1
Анатолій Іваниш,False,105,200,117,137.1
Олександр Іриниш,False,179,109,109,137.0
Софія Максиміш,True,104,151,167,137.0
Софія Андріїш,True,125,107,183,137.0
Лідія Ковтун,True,109,133,178,136.9
Володимир Товтиш,True,136,103,172,136.9
Артем Наталіїш,True,136,144,131,136.89999999999998
Павло Наталіїш,False,138,134,138,136.8
Тарас Наталіїш,True,138,139,133,136.8
Наталія Лідіїш,True,119,110,187,136.7
Максим Катериниш,True,110,129,180,136.7
Юлія Тетяниш,True,170,124,105,136.7
Андрій Софіїш,False,121,110,184,136.6
Дмитро Романіш,False,124,129,161,136.6
Софія Олександріш,False,139,168,102,136.6
Анна Дмитришенко,False,162,132,107,136.5
Ніна Вікторіїш,True,146,156,104,136.4
Ніна Ярославіш,True,146,129,131,136.39999999999998
Ніна Іваниш,True,173,118,106,136.39999999999998
Іван Неборачко,False,151,127,126,136.3
Тетяна Ілляш,True,133,114,163,136.3
Наталія Алібіба,False,112,175,130,136.3
Тетяна Романіш,False,145,147,114,136.29999999999998
Марія Ніниш,False,175,114,107,136.29999999999998
Анатолій Михайлиш,False,159,131,111,136.2
Марія Іваниш,False,150,147,107,136.2
Ірина Ілляш,True,116,172,127,136.1
Катерина Олегіш,False,118,177,119,136.0
Олексій Ніниш,False,121,138,154,136.0
Олексій Максиміш,True,118,120,176,136.0
Оксана Романіш,True,168,109,120,135.9
Марія Анатоліїш,False,150,130,123,135.9
Роман Андріїш,True,129,169,112,135.9
Михайло Артеміш,False,132,111,166,135.89999999999998
Людмила Олениш,False,131,131,147,135.8
Артем Максиміш,False,179,107,107,135.8
Ірина Алібіба,False,158,130,112,135.8
Анна Богданіш,True,149,131,123,135.8
Павло Анниш,True,153,137,111,135.60000000000002
Віктор Олексіїш,True,126,113,171,135.60000000000002
Наталія Ілляш,False,138,166,102,135.6
Михайло Софіїш,True,138,116,152,135.6
Володимир Тетяниш,True,116,140,157,135.5
Тарас Ганниш,True,152,105,144,135.5
Ігор Наталіїш,True,122,134,155,135.5
Олексій Ярославиш,True,143,115,146,135.5
Марта Іриниш,True,151,128,122,135.4
Марія Наталіїш,False,151,104,146,135.4
Ярослава Оксаниш,True,132,112,163,135.3
Вікторія Тетяниш,True,174,115,104,135.3
Олександр Петріш,True,129,157,122,135.3
Олена Ярославіш,True,114,195,104,135.29999999999998
Марія Олегіш,True,101,183,133,135.20000000000002
Петро Катериниш,False,104,180,132,135.2
Петро Тарасіш,True,122,117,171,135.2
Марта Олексіїш,False,106,145,164,135.1
Володимир Олексіїш,False,115,180,117,135.1
Катерина Артеміш,False,133,125,148,135.1
Олена Іванниш,False,108,129,177,135.0
Олексій Оксаниш,True,162,124,110,135.0
Іван Анниш,False,102,129,185,135.0
Софія Анатоліїш,False,131,147,128,134.9
Юлія Олегіш,True,113,171,128,134.9
Максим Софіїш,False,110,155,148,134.9
Лідія Михайлиш,False,143,132,127,134.9
Павло Олегіш,False,149,140,111,134.89999999999998
Максим Алібіба,False,112,178,122,134.8
Роман Софіїш,False,123,167,118,134.70000000000002
Тетяна Тетяниш,False,120,188,101,134.7
Андрій Богданіш,False,120,123,166,134.7
Ярослав Іриниш,False,114,196,101,134.7
Сергій Товтиш,False,165,126,103,134.7
Людмила Іриниш,False,126,165,116,134.7
Олена Іваниш,False,110,188,114,134.6
Павло Товтиш,False,107,138,168,134.6
Оксана Софіїш,True,158,101,137,134.6
Іванна Вікторіїш,True,106,173,134,134.5
Артем Іванниш,True,154,125,118,134.5
Олександр Михайлиш,True,139,160,103,134.5
Анна Ілляш,False,151,108,139,134.5
Тарас Артеміш,False,114,164,132,134.4
Анатолій Ніниш,False,117,139,153,134.4
Ірина Романіш,True,158,130,107,134.3
Іванна Іванниш,True,101,198,115,134.3
Максим Артеміш,False,113,108,189,134.29999999999998
Катерина Ярославіш,False,124,168,114,134.2
Оксана Ніниш,False,136,154,112,134.2
Павло Тарасіш,True,102,196,115,134.1
Оксана Іриниш,False,153,136,107,134.1
Наталія Маріїш,True,110,150,150,134.0
Роман Олениш,True,119,142,146,134.0
Віктор Товтиш,False,104,139,169,134.0
Ярослав Володимириш,True,115,106,187,133.9
Софія Товтиш,False,133,113,156,133.89999999999998
Оксана Олегіш,False,120,113,173,133.8
Петро Тетяниш,False,120,107,179,133.79999999999998
Олег Катериниш,False,102,166,144,133.79999999999998
Віктор Михайлиш,True,108,118,184,133.79999999999998
Ніна Тетяниш,True,113,150,145,133.7
Ілля Сергіїш,False,152,119,124,133.7
Олег Володимириш,False,170,115,104,133.7
Іван Іванниш,True,119,148,139,133.7
Тарас Ілляш,True,115,183,109,133.6
Марта Артеміш,True,121,146,138,133.6
Анастасія Олексіїш,False,153,100,141,133.5
Ірина Вікторіїш,False,132,109,160,133.5
Людмила Богданіш,False,116,177,113,133.4
Віктор Оксаниш,True,118,124,163,133.3
Вікторія Софіїш,False,115,122,169,133.29999999999998
Лідія Тетяниш,True,124,155,124,133.29999999999998
Ілля Людмилиш,True,165,123,101,133.2
Олена Михайлиш,False,152,115,126,133.10000000000002
Тетяна Товтиш,True,137,104,157,133.1
Іванна Ганниш,False,152,118,123,133.1
Павло Анатоліїш,False,113,192,101,133.1
Роман Іваниш,False,139,145,113,133.0
Артем Петріш,True,141,152,103,132.9
Павло Неборачко,False,114,168,123,132.9
Ілля Алібіба,True,131,148,120,132.8
Людмила Загвойко,False,121,100,181,132.7
Юлія Максиміш,False,108,106,192,132.6
Софія Людмилиш,False,129,155,115,132.6
Ніна Неборачко,False,110,187,108,132.5
Богдан Неборачко,False,140,136,119,132.5
Ігор Ганниш,False,139,124,132,132.4
Ярослава Олексіїш,True,114,134,155,132.3
Анатолій Оксаниш,False,141,112,141,132.3
Максим Ганниш,True,132,161,104,132.29999999999998
Оксана Олександріш,True,137,147,111,132.2
Анна Людмилиш,False,146,137,109,132.2
Юлія Софіїш,False,134,153,109,132.2
Дмитро Ярославіш,False,109,179,116,132.1
Максим Неборачко,True,121,100,179,132.1
Віктор Вікторіїш,False,103,180,123,132.1
Ольга Іваниш,False,142,111,140,132.1
Ілля Володимириш,False,142,137,114,132.1
Артем Романіш,False,111,106,186,132.0
Тарас Олексіїш,True,101,107,198,131.9
Софія Дмитришенко,True,151,126,112,131.8
Марта Дмитришенко,True,133,152,110,131.8
Андрій Петріш,False,166,118,100,131.8
Петро Анатоліїш,True,118,150,132,131.8
Анастасія Тарасіш,False,117,182,101,131.7
Андрій Ярославиш,False,168,108,107,131.7
Софія Богданіш,False,106,174,123,131.5
Михайло Сергіїш,True,118,132,149,131.5
Іван Ігоріш,False,115,123,162,131.5
Роман Оксаниш,False,115,143,142,131.5
Володимир Вікторіш,False,151,100,137,131.5
Максим Ярославиш,True,134,104,155,131.3
Роман Дмитришенко,True,140,138,113,131.3
Володимир Іваниш,False,149,115,124,131.29999999999998
Іванна Ілляш,True,128,113,154,131.29999999999998
Людмила Ніниш,True,115,174,110,131.2
Павло Олексіїш,False,109,191,101,131.2
Богдан Іваниш,False,146,128,114,131.0
Михайло Богданіш,True,125,113,157,131.0
Іванна Лідіїш,False,100,141,162,130.9
Анастасія Ярославиш,False,133,118,141,130.89999999999998
Павло Іваниш,False,114,143,141,130.8
Віктор Маріїш,True,103,167,131,130.60000000000002
Катерина Катериниш,True,121,152,122,130.6
Софія Олегіш,False,127,108,158,130.6
Ганна Ніниш,False,107,163,129,130.4
Іванна Олениш,True,134,105,151,130.39999999999998
Ольга Тарасіш,False,109,127,162,130.3
Олександр Ніниш,False,103,120,177,130.3
Ігор Олександріш,False,139,142,107,130.3
Артем Ілляш,False,101,128,171,130.10000000000002
Наталія Сергіїш,False,110,186,101,130.1
Ярослав Ярославиш,True,109,178,110,130.0
Петро Сергіїш,False,127,151,113,130.0
Сергій Вікторіїш,False,153,119,110,129.9
Наталія Олениш,False,146,105,133,129.8
Дмитро Неборачко,True,106,138,153,129.70000000000002
Оксана Дмитришенко,True,106,177,114,129.7
Андрій Олексіїш,True,142,112,131,129.7
Михайло Катериниш,False,136,121,130,129.7
Ярослав Тарасіш,False,149,113,120,129.5
Сергій Тарасіш,True,121,141,129,129.4
Олександр Людмилиш,False,124,144,122,129.4
Ігор Маріїш,True,135,103,148,129.3
Дмитро Анатоліїш,False,120,149,122,129.29999999999998
Петро Дмитришенко,True,146,116,120,129.2
Анатолій Анатоліїш,True,120,156,114,129.0
Ірина Дмитришенко,False,147,112,122,129.0
Олег Оксаниш,True,114,142,136,129.0
Оксана Вікторіїш,True,101,192,103,128.9
Вікторія Людмилиш,True,119,115,156,128.89999999999998
Ірина Ярославіш,False,109,103,181,128.8
Ярослав Іваниш,False,115,173,103,128.8
Тетяна Богданіш,True,111,162,119,128.7
Богдан Товтиш,True,140,110,132,128.6
Іван Іваниш,False,107,181,105,128.6
Олександр Дмитришенко,False,142,111,128,128.5
Ганна Ілляш,True,108,101,183,128.4
Олександр Богданіш,True,104,185,104,128.29999999999998
Андрій Максиміш,True,124,161,101,128.2
Іванна Олексіїш,True,160,100,114,128.2
Софія Сергіїш,False,111,107,172,128.1
Віктор Анниш,True,113,144,132,128.0
Марта Тетяниш,True,106,112,173,127.9
Ірина Анатоліїш,False,132,146,104,127.8
Олександр Володимириш,True,109,118,162,127.6
Ніна Лідіїш,False,155,116,102,127.4
Ярослав Ілляш,False,101,129,161,127.4
Віктор Іваниш,True,115,168,103,127.3
Софія Ковтун,True,123,106,154,127.2
Іванна Людмилиш,False,129,145,107,127.2
Людмила Ярославиш,True,122,126,135,127.1
Олексій Ковтун,True,112,103,171,127.0
Ганна Анниш,True,106,146,136,127.0
Юлія Оксаниш,False,151,109,113,127.0
Ганна Ігоріш,False,102,130,157,126.9
Тарас Петріш,True,127,117,136,126.7
Юлія Товтиш,True,133,140,105,126.7
Олександр Ігоріш,True,159,105,105,126.6
Іван Володимириш,True,101,142,145,126.5
Віктор Ніниш,False,130,108,140,126.4
Лідія Дмитріш,True,143,108,122,126.2
Іванна Загвойко,True,134,128,114,126.2
Ольга Артеміш,False,116,129,137,126.2
Ніна Дмитріш,True,121,153,106,126.1
Богдан Олексіїш,False,112,112,159,126.1
Тетяна Неборачко,False,107,113,164,125.9
Сергій Володимириш,True,152,108,109,125.9
Сергій Ганниш,False,106,118,160,125.8
Сергій Олениш,False,109,124,150,125.8
Дмитро Сергіїш,True,130,115,131,125.8
Юлія Загвойко,False,108,157,118,125.70000000000002
Юлія Анниш,False,102,132,151,125.7
Тарас Людмилиш,True,102,102,181,125.7
Володимир Максиміш,False,108,168,106,125.4
Петро Оксаниш,True,125,121,130,125.3
Тарас Лідіїш,True,121,108,148,125.20000000000002
Дмитро Михайлиш,False,109,122,150,125.2
Людмила Лідіїш,True,103,148,132,125.2
Ганна Іриниш,False,102,117,164,125.1
Артем Олегіш,True,112,104,163,124.9
Ольга Наталіїш,True,100,157,126,124.9
Павло Дмитришенко,True,116,146,115,124.7
Олександр Товтиш,True,116,139,122,124.7
Ілля Іваниш,True,124,150,100,124.6
Павло Ганниш,True,115,131,131,124.6
Ілля Неборачко,False,129,136,107,124.5
Ілля Дмитріш,False,149,104,112,124.4
Ірина Ярославиш,True,101,166,114,124.4
Олександр Загвойко,False,116,129,131,124.4
Ігор Людмилиш,True,104,123,152,124.1
Максим Загвойко,False,101,105,174,124.1
Андрій Неборачко,True,136,107,125,124.0
Роман Ілляш,True,118,117,139,124.0
Сергій Неборачко,True,100,115,165,124.0
Іван Андріїш,True,111,143,122,123.9
Ярослава Романіш,False,153,106,102,123.6
Анатолій Дмитришенко,True,101,138,139,123.5
Наталія Іриниш,True,125,129,116,123.5
Ілля Андріїш,True,124,130,116,123.4
Ілля Маріїш,False,102,116,159,123.29999999999998
Дмитро Анниш,True,117,136,119,123.29999999999998
Ніна Петріш,True,105,136,134,123.0
Марта Катериниш,False,109,108,156,122.8
Анатолій Софіїш,True,127,112,127,122.5
Наталія Олексіїш,False,139,122,101,122.5
Вікторія Михайлиш,True,130,121,114,122.5
Наталія Софіїш,True,103,125,146,122.5
Ярослав Андріїш,False,122,105,140,122.3
Андрій Олениш,False,122,126,119,122.29999999999998
Катерина Вікторіш,False,141,118,101,122.1
Віктор Алібіба,True,102,164,106,121.8
Сергій Андріїш,True,150,106,100,121.8
Вікторія Оксаниш,False,108,121,141,121.8
Олег Ганниш,True,117,146,103,121.5
Лідія Людмилиш,True,122,117,124,121.1
Олег Ілляш,True,139,108,110,121.0
Сергій Оксаниш,False,134,118,106,120.8
Володимир Людмилиш,False,100,112,157,120.7
Петро Михайлиш,True,125,104,131,120.5
Катерина Романіш,True,141,101,112,120.3
Ольга Олегіш,True,107,123,135,120.2
Лідія Олегіш,True,118,101,142,120.1
Ярослава Софіїш,False,123,115,121,120.0
Тетяна Тарасіш,True,144,107,101,120.0
Ганна Максиміш,False,107,145,112,119.9
Тетяна Дмитришенко,False,100,126,140,119.8
Максим Вікторіїш,False,110,101,151,119.6
Марта Олександріш,True,125,129,103,119.6
Оксана Максиміш,False,104,142,117,119.3
Ганна Сергіїш,False,105,144,113,119.1
Наталія Артеміш,True,101,123,139,119.0
Ілля Ярославіш,True,106,140,115,118.9
Ярослава Володимириш,False,109,108,142,118.6
Роман Ярославиш,False,123,129,102,118.5
Марта Ярославиш,False,125,103,125,118.4
Артем Анатоліїш,False,108,115,135,118.2
Ілля Олегіш,False,125,124,103,118.1
Максим Ілляш,True,109,106,142,118.0
Ігор Олегіш,False,102,145,112,117.9
Олег Анатоліїш,True,134,109,105,117.8
Юлія Ковтун,True,111,128,116,117.6
Ігор Андріїш,False,113,103,138,117.5
Наталія Іваниш,True,111,136,107,117.3
Ніна Ковтун,True,108,103,144,117.29999999999998
Віктор Іванниш,True,107,115,133,117.20000000000002
Анна Ганниш,False,114,100,138,117.0
Максим Дмитришенко,False,107,143,103,116.6
Олена Неборачко,False,107,109,137,116.6
Ольга Олексіїш,True,103,134,117,116.5
Оксана Михайлиш,False,126,112,108,116.4
Ілля Товтиш,False,104,138,111,116.3
Дмитро Дмитріш,False,127,111,107,116.2
Ірина Іриниш,False,120,100,126,115.8
Роман Богданіш,False,109,110,130,115.6
Анастасія Оксаниш,True,103,131,117,115.6
Андрій Ганниш,True,100,115,135,115.0
Анна Ярославіш,True,113,117,114,114.5
Михайло Дмитришенко,False,100,135,112,114.1
Олена Анатоліїш,True,116,113,112,113.9
Ольга Товтиш,True,111,120,111,113.7
Іванна Ковтун,False,101,132,112,113.6
Володимир Андріїш,False,114,113,113,113.4
Катерина Загвойко,False,104,136,102,113.0
Олег Ярославиш,False,104,127,110,112.7
Ольга Ігоріш,True,114,122,101,112.5
Марта Анниш,True,120,103,112,112.5
Олександр Ярославіш,True,115,118,103,112.3
Ніна Ігоріш,True,100,111,130,112.3
Оксана Алібіба,True,103,128,108,112.0
Тарас Олександріш,False,119,102,110,111.2
Іван Маріїш,False,113,105,110,109.7
Олена Загвойко,False,102,107,114,107.1
Анна Олексіїш,False,104,103,115,107.0
Петро Лідіїш,False,109,104,104,106.0
Богдан Тетяниш,False,101,100,113,104.3
Ольга Ярославіш,False,195,195,192,194.1
Олег Іриниш,False,182,199,200,192.5
Олександр Максиміш,False,192,199,186,192.3
Ярослав Неборачко,False,188,189,200,191.9
Олег Катериниш,False,193,197,183,191.2
Богдан Людмилиш,False,193,197,183,191.2
Анастасія Алібіба,False,188,200,184,190.4
Людмила Романіш,False,190,185,192,189.1
Тарас Дмитришенко,False,196,176,192,188.8
Олександр Олексіїш,False,195,177,192,188.7
Олександр Вікторіш,False,194,200,167,187.7
Марія Богданіш,False,191,190,180,187.4
Юлія Олениш,False,188,188,182,186.2
Роман Оксаниш,False,171,198,193,185.7
Тетяна Людмилиш,False,196,185,172,185.5
Ольга Загвойко,False,197,180,175,185.3
Андрій Тетяниш,False,193,178,182,185.2
Артем Оксаниш,False,171,199,190,185.1
Наталія Лідіїш,False,169,193,197,184.6
Олександр Андріїш,False,172,197,188,184.3
Ірина Алібіба,False,188,186,175,183.5
Роман Олегіш,False,187,185,176,183.1
Софія Ігоріш,False,163,198,192,182.2
Ярослава Богданіш,False,190,165,189,182.2
Тетяна Маріїш,False,157,200,195,181.3
Олександр Маріїш,False,193,179,166,180.7
Артем Володимириш,False,174,176,194,180.6
Михайло Тарасіш,False,184,190,164,179.8
Ігор Олегіш,False,163,195,187,179.8
Ігор Петріш,False,188,159,189,179.6
Вікторія Наталіїш,False,178,182,179,179.5
Сергій Сергіїш,False,182,159,196,179.3
Анатолій Лідіїш,False,200,161,170,179.3
Ніна Анниш,False,187,162,186,179.2
Ганна Оксаниш,False,190,195,149,179.2
Артем Олександріш,False,169,178,192,178.6
Максим Олегіш,True,190,165,177,178.6
Віктор Сергіїш,True,177,167,192,178.5
Роман Лідіїш,True,174,186,177,178.5
